"category","product_name","brand","price","stock","origin","general_description","shipping_infor","guarantee_details","image_url","Matierial","Style"
"Gọng kính","Prada Unisex – Gọng kính Kim loại – 0PRA51V_1AB1O1_53","Prada","10.530.000VND","103","Ý","Prada được biết đến với việc tái định nghĩa sự sang trọng bằng sự pha trộn độc đáo giữa thiết kế tối giản và tay nghề thủ công Ý tinh xảo. ","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/08/mat-kinh-prada-0pra51v-1ab1o1-53-100-chinh-hang-1.jpg","Kim loại","Tròn"
"Gọng kính","Prada Unisex – Gọng kính Kim loại – 0PRA53V_1BC1O1_56","Prada","10.530.000VND","168","Ý","Prada được biết đến với việc tái định nghĩa sự sang trọng bằng sự pha trộn độc đáo giữa thiết kế tối giản và tay nghề thủ công Ý tinh xảo. ","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/08/mat-kinh-prada-0pra53v-1bc1o1-56-chinh-hang-1.jpg","Kim loại","Tròn"
"Gọng kính","Prada Unisex – Gọng kính Nhựa – 0PR12ZVD_2AU1O1_51","Prada","9.920.000VND","185","Ý","Prada được biết đến với việc tái định nghĩa sự sang trọng bằng sự pha trộn độc đáo giữa thiết kế tối giản và tay nghề thủ công Ý tinh xảo. ","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/08/mat-kinh-prada-0pra10vf-11p1o1-54-100-chinh-hang-1.jpg","Nhựa","Tròn"
"Gọng kính","Prada Unisex – Gọng kính Nhựa – 0PRA10VF_11P1O1_54","Prada","8.660.000VND","121","Ý","Prada được biết đến với việc tái định nghĩa sự sang trọng bằng sự pha trộn độc đáo giữa thiết kế tối giản và tay nghề thủ công Ý tinh xảo. ","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/08/mat-kinh-prada-0pr12zvd-2au1o1-51-100-chinh-hang-1.jpg","Nhựa","Mắt mèo"
"Gọng kính","RayBan Clubmaster Nữ – Gọng kính Nhựa, Kim loại – 0RX5154_8375_53","RayBan","4.740.000VND","177","Ý","Phong cách Aviator và Wayfarer là hai trong nhiều biểu tượng tạo nền móng cho một xung hướng mà chỉ Rayban có. Kính râm Rayban chế tạo với độ thẩm mỹ cao, mang đến sự kết hợp hoàn hảo giữa phong cách và tính năng","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/08/mat-kinh-rayban-0rx5154-8375-53-chinh-hang-100-1.jpg","Nhựa","Mắt mèo"
"Gọng kính","RayBan Original Wayfarer Change – Gọng nhựa Acetate – Đổi màu – 0RX5121F_8381_50","RayBan","6.220.000VND","111","Ý","Điểm độc đáo của RayBan Change không chỉ nằm ở khả năng đổi màu theo ánh sáng, mà còn ở sự kết hợp tinh tế giữa kỹ thuật và nghệ thuật trong sản xuất. Hãng đã khéo léo hòa quyện kỹ thuật chế tác Cellulose Acetate thủ công truyền thống với công nghệ quang sắc hiện đại để tạo nên những sắc màu độc đáo.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-rayban-0rx5121f-8381-50-chinh-hang-1.jpg","Nhựa","Vuông"
"Gọng kính","RayBan Original Wayfarer Change – Gọng nhựa Acetate – Đổi màu – 0RX5121F_8382_50","RayBan","6.220.000VND","129","Ý","Điểm độc đáo của RayBan Change không chỉ nằm ở khả năng đổi màu theo ánh sáng, mà còn ở sự kết hợp tinh tế giữa kỹ thuật và nghệ thuật trong sản xuất. Hãng đã khéo léo hòa quyện kỹ thuật chế tác Cellulose Acetate thủ công truyền thống với công nghệ quang sắc hiện đại để tạo nên những sắc màu độc đáo.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-rayban-0rx5121f-8382-50-chinh-hang-1.jpg","Nhựa","Vuông"
"Gọng kính","RayBan Unisex – Gọng kính Kim loại  – Mã 0RX6489_2890_58","RayBan","4.460.000VND","126","Ý","Phong cách Aviator và Wayfarer là hai trong nhiều biểu tượng tạo nền móng cho một xung hướng mà chỉ Rayban có. Kính râm Rayban chế tạo với độ thẩm mỹ cao, mang đến sự kết hợp hoàn hảo giữa phong cách và tính năng","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/06/mat-kinh-rayban-0rx6489-2890-58-chinh-hang-1.jpg","Kim loại","Vuông"
"Gọng kính","Tom Ford Nữ – Gọng kính Kim loại – Mã TF5839B_56_001","Tom Ford","10.500.000VND","156","Mỹ","Khác với nét đẹp cổ diển mà nhiều thương hiệu đang theo đuổi, Tom Ford thường tập trung vào xu hướng và thời trang thế hệ mới, pha trộn giữa nét cổ điển và hiện đại, tạo nên những thiết kế độc đáo và riêng biệt","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/11/mat-kinh-tf5839b-56-001-chinh-hang-100-1.jpg","Kim loại","Mắt mèo"
"Gọng kính","Tom Ford Nữ – Gọng kính Nhựa – Mã TF5915B_53_052","Tom Ford","10.500.000VND","114","Mỹ","Khác với nét đẹp cổ diển mà nhiều thương hiệu đang theo đuổi, Tom Ford thường tập trung vào xu hướng và thời trang thế hệ mới, pha trộn giữa nét cổ điển và hiện đại, tạo nên những thiết kế độc đáo và riêng biệt","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/11/mat-kinh-tf5915b-53-052-chinh-hang-100-1.jpg","Nhựa","Mắt mèo"
"Gọng kính","Tom Ford Nữ – Gọng kính Nhựa· – Mã TF5928DB_53_052","Tom Ford","9.200.000VND","166","Mỹ","Khác với nét đẹp cổ diển mà nhiều thương hiệu đang theo đuổi, Tom Ford thường tập trung vào xu hướng và thời trang thế hệ mới, pha trộn giữa nét cổ điển và hiện đại, tạo nên những thiết kế độc đáo và riêng biệt","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/11/mat-kinh-tf5928db-53-052-chinh-hang-100-1.jpg","Nhựa","Vuông"
"Gọng kính","Versace Nữ – Gọng kính Nhựa – MOD.3313F_GB1","Versace","6.100.000VND","190","Ý","Versace là thương hiệu thời trang cao cấp mang đậm tinh thần xa hoa và quyền lực của nước Ý, nổi bật với phong cách táo bạo và đầy cá tính. Các thiết kế của Versace gây ấn tượng bởi họa tiết đặc trưng, đường nét sắc sảo và dấu ấn nghệ thuật độc bản. Mỗi sản phẩm không chỉ thể hiện đẳng cấp mà còn là tuyên ngôn mạnh mẽ về phong cách và sự tự tin của người sở hữu.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-versace-mod-3313f-gb1-100-chinh-hang-1.jpg","Nhựa","Mắt mèo"
"Gọng kính","Versace Nữ – Gọng kính Nhựa – MOD.3316-F_108","Versace","5.500.000VND","158","Ý","Versace là thương hiệu thời trang cao cấp mang đậm tinh thần xa hoa và quyền lực của nước Ý, nổi bật với phong cách táo bạo và đầy cá tính. Các thiết kế của Versace gây ấn tượng bởi họa tiết đặc trưng, đường nét sắc sảo và dấu ấn nghệ thuật độc bản. Mỗi sản phẩm không chỉ thể hiện đẳng cấp mà còn là tuyên ngôn mạnh mẽ về phong cách và sự tự tin của người sở hữu.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-versace-mod-3316-f-108-100-chinh-hang-1.jpg","Nhựa","Mắt mèo"
"Gọng kính","Versace Nữ – Gọng kính Nhựa – MOD.3335-F_GB1","Versace","6.900.000VND","173","Ý","Versace là thương hiệu thời trang cao cấp mang đậm tinh thần xa hoa và quyền lực của nước Ý, nổi bật với phong cách táo bạo và đầy cá tính. Các thiết kế của Versace gây ấn tượng bởi họa tiết đặc trưng, đường nét sắc sảo và dấu ấn nghệ thuật độc bản. Mỗi sản phẩm không chỉ thể hiện đẳng cấp mà còn là tuyên ngôn mạnh mẽ về phong cách và sự tự tin của người sở hữu.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-versace-mod-3335-f-gb1-100-chinh-hang-1.jpg","Nhựa","Vuông"
"Gọng kính","Versace Unisex – Gọng kính Nhựa – MOD.3339-U_5407","Versace","7.500.000VND","141","Ý","Versace là thương hiệu thời trang cao cấp mang đậm tinh thần xa hoa và quyền lực của nước Ý, nổi bật với phong cách táo bạo và đầy cá tính. Các thiết kế của Versace gây ấn tượng bởi họa tiết đặc trưng, đường nét sắc sảo và dấu ấn nghệ thuật độc bản. Mỗi sản phẩm không chỉ thể hiện đẳng cấp mà còn là tuyên ngôn mạnh mẽ về phong cách và sự tự tin của người sở hữu.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-versace-mod-3339-u-5407-chinh-hang-1.jpg","Nhựa","Vuông"
"Gọng kính","Versace Unisex – Gọng kính Nhựa – MOD.3340-U_148","Versace","6.900.000VND","140","Ý","Versace là thương hiệu thời trang cao cấp mang đậm tinh thần xa hoa và quyền lực của nước Ý, nổi bật với phong cách táo bạo và đầy cá tính. Các thiết kế của Versace gây ấn tượng bởi họa tiết đặc trưng, đường nét sắc sảo và dấu ấn nghệ thuật độc bản. Mỗi sản phẩm không chỉ thể hiện đẳng cấp mà còn là tuyên ngôn mạnh mẽ về phong cách và sự tự tin của người sở hữu.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-versace-mod-3340-u-148-chinh-hang-1.jpg","Nhựa","Mắt mèo"
"Kính mát","Armani Exchange Eyewear - Sunglasses - 0AX4080SF","Armani Exchange","2,224,000VND","154","Italia","Mắt kính Armani Exchange là dòng sản phẩm đến từ Ý, thuộc thương hiệu Armani Exchange nổi tiếng toàn cầu. Được xây dựng trên nền tảng phong cách trẻ trung và hiện đại, Armani Exchange hướng tới những người yêu thích sự năng động, cá tính nhưng vẫn tinh tế. Với thiết kế đa dạng, bền đẹp và mang dấu ấn riêng, thương hiệu này luôn được đánh giá cao trong ngành kính mắt thời trang quốc tế.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng + Shady tặng Gói bảo hành chính hãng thêm 6 tháng. Tổng thời gian bảo hành lên đến 18 tháng.","https://product.hstatic.net/1000096196/product/_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_vuong__3__1aa9af6cc3d047f584e929e3c3774d8d_master.jpg","Nhựa","Vuông"
"Kính mát","Bolon Eyewear - Sunglasses - BL3086","Bolon","2,624,000VND","154","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/h_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_tron__3__39aabc5f5fa246eba132e27e9a77ae3d_master.jpg","Nhựa","Tròn"
"Kính mát","Bolon Eyewear - Sunglasses - BL3105","Bolon","3,024,000VND","112","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/h_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_tron__4__55a60df25e5b488880879551e23ae216_master.jpg","Nhựa","Tròn"
"Kính mát","Bolon Eyewear - Sunglasses - BL3123","Bolon","3,024,000VND","100","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/t_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_mat_meo__12__5532a2255823482b92ff83af9b30d665_master.jpg","Nhựa","Mắt mèo"
"Kính mát","Bolon Eyewear - Sunglasses - BL3126","Bolon","3,024,000VND","198","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/h_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_tron__4__6a15de84512a41b18df6d0f6822dd036_master.jpg","Nhựa","Tròn"
"Kính mát","Bolon Eyewear - Sunglasses - BL3130","Bolon","2,624,000VND","140","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/h_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_tron__3__abaec2c62dc1416096e5d5b1c4141cd2_master.jpg","Nhựa","Tròn"
"Kính mát","Bolon Eyewear - Sunglasses - BL3168","Bolon","2,624,000VND","121","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/at_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_mat_meo__4__a1e19c539aa94c8f9236d57e932e7dc3_master.jpg","Nhựa","Mắt mèo"
"Kính mát","Bolon Eyewear - Sunglasses - BL3179","Bolon","3,424,000VND","193","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_vuong__3__7a1a159032cd4652ade1ca6faa5957e9_master.jpg","Nhựa","Vuông"
"Kính mát","Bolon Eyewear - Sunglasses - BL3180","Bolon","3,424,000VND","187","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_vuong__4__76ec0e17965e491faddf8002165bdc3a_master.jpg","Nhựa","Vuông"
"Kính mát","Bolon Eyewear - Sunglasses - BL3183","Bolon","3,184,000VND","105","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_vuong__4__e112af3e1fe14f5db24a1b000c875bf4_master.jpg","Nhựa","Vuông"
"Kính mát","Bolon Eyewear - Sunglasses - BL3185","Bolon","3,184,000VND","142","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_vuong__12__c014a9475e5145a9ba99707e15a8f46f_master.jpg","Nhựa","Vuông"
"Kính mát","Bolon Eyewear - Sunglasses - BL3191","Bolon","3,184,000VND","160","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/h_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_tron__4__797f424d02a040aa8206efa3f280f100_master.jpg","Nhựa","Tròn"
"Kính mát","Bolon Eyewear - Sunglasses - BL3195","Bolon","3,184,000VND","140","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/at_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_mat_meo__3__09c46fd2313b4331af399133ec5a651e_master.jpg","Nhựa","Mắt mèo"
"Kính mát","Bolon Eyewear - Sunglasses - BL3199","Bolon","3,344,000VND","110","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_vuong__4__94550c2d69e941fcae0680d27522c2d7_master.jpg","Nhựa","Vuông"
"Kính mát","Bolon Eyewear - Sunglasses - BL3216","Bolon","3,344,000VND","122","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/_nh_m_t_th_i_trang__k_nh_m_t_nam_n__unisex__k_nh_r_m__ki_u_d_ng_oval-3_19d0759aba7442fcb86ae0d58b3408eb_master.jpg","Nhựa","Oval"
"Kính mát","Bolon Eyewear - Sunglasses - BL5092","Bolon","3,184,000VND","123","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/at_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_mat_meo__3__2c3aee33f34047aa871116c012d949a2_master.jpg","Nhựa","Mắt mèo"
"Kính mát","Bolon Eyewear - Sunglasses - BL5096","Bolon","2,544,000VND","130","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 Tháng","https://product.hstatic.net/1000096196/product/_mat_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_vuong__1__d2378e4c512940228fcd5227ab41e9db_master.jpg","Nhựa","Vuông"
"Kính mát","Bolon Eyewear - Sunglasses - BL7205","Bolon","2,544,000VND","190","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/at_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_mat_meo__4__043b8a1f2ac445c6a62e58a6e78d4c11_master.jpg","Kim loại","Mắt mèo"
"Kính mát","Bolon Eyewear - Sunglasses - BL8101","Bolon","3,184,000VND","158","Pháp","Bolon Eyewear, thương hiệu kính cao cấp từ Pháp, được biết đến với sự hòa quyện giữa thẩm mỹ thời trang và chất lượng đỉnh cao. Với bề dày lịch sử, mỗi sản phẩm của thương hiệu mắt kính Bolon đều mang dấu ấn tinh xảo, đón đầu xu hướng và phù hợp với nhiều cá tính khác nhau. Gọng kính BT1610 là một đại diện xuất sắc, mang đến vẻ đẹp sang trọng và sự thoải mái tối ưu cho người sử dụng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","12 tháng","https://product.hstatic.net/1000096196/product/t_thoi_trang__kinh_mat_nam_nu_unisex__kinh_ram__kieu_dang_phi_cong__4__862414eb3ab94a76b11e60c517a605ad_master.jpg","Kim loại","Oval"
